index,subject_en,subject_cui,start_id,predicate_en,object_en,object_cui,end_id,source_count,research_count,AFFECTS,influence_relation,evidence_level
6943,Isotretinoin,C0022265,en_1370,INHIBITS,ATM gene,C0919524,en_5114,4,2,AFFECTS,Inhibitory,6
6944,Isotretinoin,C0022265,en_1370,INHIBITS,epitheliasin,C0964578,en_5200,3,2,AFFECTS,Inhibitory,6
6945,Isotretinoin,C0022265,en_1370,INHIBITS(SPEC),Interleukin-6,C0021760,en_1342,1,1,AFFECTS,Inhibitory,3
6946,Isotretinoin,C0022265,en_1370,PREVENTS,Viremia,C0042749,en_2359,2,1,AFFECTS,Inhibitory,3
6947,Isotretinoin,C0022265,en_1370,STIMULATES,Genes,C0017337,en_1052,1,1,AFFECTS,Excitatory,3
6948,Isotretinoin,C0022265,en_1370,TREATS,Acquired Immunodeficiency Syndrome,C0001175,en_226,2,1,AFFECTS,Inhibitory,3
6949,Isotretinoin,C0022265,en_1370,TREATS,Patients,C0030705,en_1762,6,4,AFFECTS,Inhibitory,12
6950,Isotretinoin,C0022265,en_1370,TREATS,skin disorder,C0037274,en_2115,3,1,AFFECTS,Inhibitory,3
6951,Isotretinoin,C0022265,en_1370,TREATS(SPEC),Acne,C0702166,en_4736,4,2,AFFECTS,Inhibitory,6
6952,Ivermectin,C0022322,en_1371,AFFECTS,Infection,C3714514,en_6235,2,1,AFFECTS,General/Uncertain,3
6953,Ivermectin,C0022322,en_1371,AFFECTS,Contagion,C0598197,en_4444,1,1,AFFECTS,General/Uncertain,3
6954,Ivermectin,C0022322,en_1371,AFFECTS,nucleocytoplasmic transport,C0872070,en_5034,2,1,AFFECTS,General/Uncertain,3
6955,Ivermectin,C0022322,en_1371,AFFECTS,anticoagulant activity,C1148561,en_5297,1,1,AFFECTS,General/Uncertain,3
6956,Ivermectin,C0022322,en_1371,AFFECTS(SPEC),Anosmia,C0003126,en_337,2,1,AFFECTS,General/Uncertain,3
6957,Ivermectin,C0022322,en_1371,AUGMENTS,Negative,C0205160,en_3126,1,1,AFFECTS,Excitatory,8
6958,Ivermectin,C0022322,en_1371,DISRUPTS,Virus Diseases,C0042769,en_2362,5,3,AFFECTS,Inhibitory,9
6959,Ivermectin,C0022322,en_1371,DISRUPTS,Nuclear Import,C0887839,en_5087,1,1,AFFECTS,Inhibitory,3
6960,Ivermectin,C0022322,en_1371,INHIBITS,Negative,C0205160,en_3126,1,1,AFFECTS,Inhibitory,8
6961,Ivermectin,C0022322,en_1371,INHIBITS,receptor,C0597357,en_4422,1,1,AFFECTS,Inhibitory,3
6962,Ivermectin,C0022322,en_1371,INHIBITS,Duration,C2926735,en_6146,1,1,AFFECTS,Inhibitory,8
6963,Ivermectin,C0022322,en_1371,PREVENTS,Complication,C0009566,en_697,1,1,AFFECTS,Inhibitory,3
6964,Ivermectin,C0022322,en_1371,PREVENTS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
6965,Ivermectin,C0022322,en_1371,PREVENTS,Viremia,C0042749,en_2359,1,1,AFFECTS,Inhibitory,3
6966,Ivermectin,C0022322,en_1371,PREVENTS,Virus Shedding,C0162633,en_2921,1,1,AFFECTS,Inhibitory,3
6967,Ivermectin,C0022322,en_1371,PREVENTS,Disease Progression,C0242656,en_3429,2,1,AFFECTS,Inhibitory,3
6968,Ivermectin,C0022322,en_1371,PREVENTS,2019 novel coronavirus,C5203676,en_6420,1,1,AFFECTS,Inhibitory,7
6969,Ivermectin,C0022322,en_1371,TREATS,Adult,C0001675,en_252,2,1,AFFECTS,Inhibitory,3
6970,Ivermectin,C0022322,en_1371,TREATS,Disease,C0012634,en_826,9,6,AFFECTS,Inhibitory,23
6971,Ivermectin,C0022322,en_1371,TREATS,Health Personnel,C0018724,en_1121,1,1,AFFECTS,Inhibitory,3
6972,Ivermectin,C0022322,en_1371,TREATS,Households,C0020052,en_1208,3,1,AFFECTS,Inhibitory,3
6973,Ivermectin,C0022322,en_1371,TREATS,Human,C0020114,en_1210,9,6,AFFECTS,Inhibitory,18
6974,Ivermectin,C0022322,en_1371,TREATS,Infection,C3714514,en_6235,2,1,AFFECTS,Inhibitory,3
6975,Ivermectin,C0022322,en_1371,TREATS,Persons,C0027361,en_1635,1,1,AFFECTS,Inhibitory,3
6976,Ivermectin,C0022322,en_1371,TREATS,Onchocerciasis,C0029001,en_1709,4,3,AFFECTS,Inhibitory,9
6977,Ivermectin,C0022322,en_1371,TREATS,Outpatients,C0029921,en_1729,4,2,AFFECTS,Inhibitory,6
6978,Ivermectin,C0022322,en_1371,TREATS,Patients,C0030705,en_1762,32,19,AFFECTS,Inhibitory,57
6979,Ivermectin,C0022322,en_1371,TREATS,Present,C0150312,en_2833,1,1,AFFECTS,Inhibitory,7
6980,Ivermectin,C0022322,en_1371,TREATS,Infected,C0439663,en_4036,2,2,AFFECTS,Inhibitory,16
6981,Ivermectin,C0022322,en_1371,TREATS,cohort,C0599755,en_4470,3,1,AFFECTS,Inhibitory,3
6982,Ivermectin,C0022322,en_1371,TREATS,Parasitic infection,C0747256,en_4823,1,1,AFFECTS,Inhibitory,3
6983,Ivermectin,C0022322,en_1371,TREATS,Hospitalized Patients,C0870668,en_5010,5,4,AFFECTS,Inhibitory,25
6984,Ivermectin,C0022322,en_1371,TREATS,Symptoms,C1457887,en_5784,5,3,AFFECTS,Inhibitory,14
6985,Ivermectin,C0022322,en_1371,TREATS,American College of Cardiology/American Heart Association Lesion Complexity Score A,C3272281,en_6189,1,1,AFFECTS,Inhibitory,7
6986,Ivermectin,C0022322,en_1371,TREATS,Epidermal cGVHD Score 2,C4761314,en_6403,3,2,AFFECTS,Inhibitory,15
6987,Ivermectin,C0022322,en_1371,TREATS,COVID-19,C5203670,en_6417,16,10,AFFECTS,Inhibitory,76
6988,Ivermectin,C0022322,en_1371,TREATS(INFER),Disease,C0012634,en_826,5,3,AFFECTS,Inhibitory,9
6989,Ivermectin,C0022322,en_1371,TREATS(INFER),Asymptomatic,C0231221,en_3252,2,1,AFFECTS,Inhibitory,3
6990,Ivermectin,C0022322,en_1371,TREATS(SPEC),Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
6991,Kininogenase,C0022478,en_1374,AFFECTS,Angioneurotic Edema,C0002994,en_325,1,1,AFFECTS,General/Uncertain,3
6992,Kininogenase,C0022478,en_1374,AFFECTS,Extravasation,C0015376,en_949,1,1,AFFECTS,General/Uncertain,3
6993,Kininogenase,C0022478,en_1374,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
6994,Ketamine,C0022614,en_1376,INHIBITS,aspartic acid receptor,C0052536,en_2438,1,1,AFFECTS,Inhibitory,3
6995,Ketamine,C0022614,en_1376,PREVENTS,Depressive Symptoms,C0086132,en_2702,2,1,AFFECTS,Inhibitory,3
6996,Ketamine,C0022614,en_1376,STIMULATES,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C0047123,en_2419,1,1,AFFECTS,Excitatory,3
6997,Ketamine,C0022614,en_1376,STIMULATES,"Receptors, AMPA",C0072899,en_2554,1,1,AFFECTS,Excitatory,3
6998,Ketamine,C0022614,en_1376,TREATS,Bipolar Disorder,C0005586,en_474,1,1,AFFECTS,Inhibitory,3
6999,Ketamine,C0022614,en_1376,TREATS,Human,C0020114,en_1210,1,1,AFFECTS,Inhibitory,3
7000,Ketamine,C0022614,en_1376,TREATS,Treatment Resistant Depression,C0871546,en_5026,1,1,AFFECTS,Inhibitory,3
7001,Ketamine,C0022614,en_1376,TREATS,Major Depressive Disorder,C1269683,en_5447,1,1,AFFECTS,Inhibitory,3
7002,Ketone Bodies,C0022631,en_1377,AFFECTS,Partial Pressure,C0030604,en_1754,1,1,AFFECTS,General/Uncertain,3
7003,Ketone Bodies,C0022631,en_1377,AUGMENTS,Antiviral Response,C1155328,en_5322,1,1,AFFECTS,Excitatory,3
7004,Ketotifen,C0022642,en_1379,PREVENTS(SPEC),Asthma,C0004096,en_418,1,1,AFFECTS,Inhibitory,3
7005,Ketotifen,C0022642,en_1379,TREATS,Patients,C0030705,en_1762,2,1,AFFECTS,Inhibitory,3
7006,Ketotifen,C0022642,en_1379,TREATS,Symptoms,C1457887,en_5784,2,1,AFFECTS,Inhibitory,3
7007,Ketotifen,C0022642,en_1379,TREATS(SPEC),Disease,C0012634,en_826,2,1,AFFECTS,Inhibitory,3
7008,Kidney,C0022646,en_1380,PRODUCES,Autoantibodies,C0004358,en_426,1,1,AFFECTS,Excitatory,3
7009,Kidney Diseases,C0022658,en_1381,AFFECTS,microvasculature,C0243079,en_3458,1,1,AFFECTS,General/Uncertain,3
7010,"Kidney Failure, Acute",C0022660,en_1382,AFFECTS,"Respiratory Distress Syndrome, Adult",C0035222,en_2010,1,1,AFFECTS,General/Uncertain,6
7011,"Kidney Failure, Acute",C0022660,en_1382,AFFECTS,COVID-19,C5203670,en_6417,1,1,AFFECTS,General/Uncertain,6
7012,"Kidney Failure, Acute",C0022660,en_1382,COMPLICATES,COVID-19,C5203670,en_6417,1,1,AFFECTS,General/Uncertain,6
7013,"Kidney Failure, Acute",C0022660,en_1382,PREDISPOSES,"Respiratory Distress Syndrome, Adult",C0035222,en_2010,1,1,AFFECTS,Excitatory,6
7014,"Kidney Failure, Acute",C0022660,en_1382,PREDISPOSES,Death in hospital,C0277608,en_3586,1,1,AFFECTS,Excitatory,6
7015,"Kidney Failure, Acute",C0022660,en_1382,PREDISPOSES,Prognosis bad,C0278252,en_3600,1,1,AFFECTS,Excitatory,6
7016,"Kidney Failure, Acute",C0022660,en_1382,PREDISPOSES,Chronic Kidney Diseases,C1561643,en_5967,1,1,AFFECTS,Excitatory,6
7017,"Kidney Failure, Chronic",C0022661,en_1383,AFFECTS,Persons,C0027361,en_1635,1,1,AFFECTS,General/Uncertain,3
7018,"Kidney Failure, Chronic",C0022661,en_1383,AFFECTS,Participant,C0679646,en_4602,2,1,AFFECTS,General/Uncertain,3
7019,"Kidney Failure, Chronic",C0022661,en_1383,COMPLICATES,Coronavirus Infections,C0206750,en_3176,1,1,AFFECTS,General/Uncertain,3
7020,"Kidney Failure, Chronic",C0022661,en_1383,PREDISPOSES,Death in hospital,C0277608,en_3586,1,1,AFFECTS,Excitatory,6
7021,"Kidney Failure, Chronic",C0022661,en_1383,PREDISPOSES,D-dimer above reference range,C0742969,en_4798,1,1,AFFECTS,Excitatory,6
7022,Kidney Transplantation,C0022671,en_1384,PREDISPOSES,COVID-19,C5203670,en_6417,1,1,AFFECTS,Excitatory,6
7023,Kidney Transplantation,C0022671,en_1384,TREATS,Child,C0008059,en_620,1,1,AFFECTS,Inhibitory,3
7024,Kidney Transplantation,C0022671,en_1384,TREATS,inpatient,C0021562,en_1321,1,1,AFFECTS,Inhibitory,6
7025,Kidney Transplantation,C0022671,en_1384,TREATS,Outpatients,C0029921,en_1729,1,1,AFFECTS,Inhibitory,6
7026,Kidney Transplantation,C0022671,en_1384,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
7027,Kidney Transplantation,C0022671,en_1384,TREATS,General Population,C0683971,en_4674,3,1,AFFECTS,Inhibitory,3
7028,Kidney Transplantation,C0022671,en_1384,TREATS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,6
7029,Natural Killer Cells,C0022688,en_1386,AFFECTS,"Immunity, Cellular",C0020966,en_1274,1,1,AFFECTS,General/Uncertain,3
7030,Natural Killer Cells,C0022688,en_1386,AFFECTS,Immune response,C0301872,en_3696,3,2,AFFECTS,General/Uncertain,6
7031,Natural Killer Cells,C0022688,en_1386,AFFECTS,Antiviral Response,C1155328,en_5322,1,1,AFFECTS,General/Uncertain,3
7032,Natural Killer Cells,C0022688,en_1386,PRODUCES,ACE2,C1422064,en_5723,1,1,AFFECTS,Excitatory,3
7033,Natural Killer Cells,C0022688,en_1386,PRODUCES,Interferons,C0021747,en_1333,1,1,AFFECTS,Excitatory,7
7034,Natural Killer Cells,C0022688,en_1386,PRODUCES,perforin,C0070410,en_2541,1,1,AFFECTS,Excitatory,3
7035,Natural Killer Cells,C0022688,en_1386,PRODUCES,Interleukin-15,C0254610,en_3491,1,1,AFFECTS,Excitatory,3
7036,Natural Killer Cells,C0022688,en_1386,PRODUCES,Neural Cell Adhesion Molecules,C0282587,en_3657,1,1,AFFECTS,Excitatory,3
7037,Natural Killer Cells,C0022688,en_1386,PRODUCES,MUC3 protein,C0291545,en_3677,1,1,AFFECTS,Excitatory,7
7038,Natural Killer Cells,C0022688,en_1386,PRODUCES,T cell antibody,C0312594,en_3733,1,1,AFFECTS,Excitatory,7
7039,Peptidyl-Dipeptidase A,C0022709,en_1387,AFFECTS,Aging,C0001811,en_262,1,1,AFFECTS,General/Uncertain,3
7040,Peptidyl-Dipeptidase A,C0022709,en_1387,AFFECTS,Renin-Angiotensin-Aldosterone System,C0086907,en_2735,1,1,AFFECTS,General/Uncertain,3
7041,Peptidyl-Dipeptidase A,C0022709,en_1387,AFFECTS,Severe Acute Respiratory Syndrome,C1175175,en_5383,2,1,AFFECTS,General/Uncertain,3
7042,Peptidyl-Dipeptidase A,C0022709,en_1387,AUGMENTS,Hydrolysis,C0020291,en_1223,1,1,AFFECTS,Excitatory,3
7043,Peptidyl-Dipeptidase A,C0022709,en_1387,AUGMENTS,Vasodilation,C0042401,en_2342,1,1,AFFECTS,Excitatory,3
7044,Peptidyl-Dipeptidase A,C0022709,en_1387,DISRUPTS,Hydrolysis,C0020291,en_1223,1,1,AFFECTS,Inhibitory,3
7045,Peptidyl-Dipeptidase A,C0022709,en_1387,INHIBITS,small molecule,C1328819,en_5573,1,1,AFFECTS,Inhibitory,3
7046,Peptidyl-Dipeptidase A,C0022709,en_1387,STIMULATES,Antioxidants,C0003402,en_372,1,1,AFFECTS,Excitatory,3
7047,Kynurenine,C0022818,en_1389,AFFECTS,Inflammation,C0021368,en_1307,1,1,AFFECTS,General/Uncertain,6
7048,Kynurenine,C0022818,en_1389,PRODUCES,Tryptophan,C0041249,en_2291,1,1,AFFECTS,Excitatory,7
7049,Kynurenine,C0022818,en_1389,PRODUCES,Dioxygenases,C0599874,en_4479,1,1,AFFECTS,Excitatory,7
7050,Labor (Childbirth),C0022864,en_1390,AFFECTS,Birth,C0005615,en_476,2,1,AFFECTS,General/Uncertain,3
7051,Labor (Childbirth),C0022864,en_1390,AFFECTS,physiological aspects,C0031843,en_1806,1,1,AFFECTS,General/Uncertain,3
7052,Labor (Childbirth),C0022864,en_1390,AFFECTS,Vibration - physical agent,C0459800,en_4125,1,1,AFFECTS,General/Uncertain,3
7053,Lactams,C0022914,en_1394,TREATS,Critical Illness,C0010340,en_733,2,1,AFFECTS,Inhibitory,6
7054,Lactams,C0022914,en_1394,TREATS,Pneumonia,C0032285,en_1833,1,1,AFFECTS,Inhibitory,6
7055,Lactams,C0022914,en_1394,TREATS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,6
7056,Lactate Dehydrogenase,C0022917,en_1395,AFFECTS,Respiration,C0035203,en_2004,1,1,AFFECTS,General/Uncertain,6
7057,Lactate Dehydrogenase,C0022917,en_1395,INHIBITS,Ferritin,C0015879,en_980,1,1,AFFECTS,Inhibitory,8
7058,Lactate Dehydrogenase,C0022917,en_1395,PREDISPOSES,Respiratory Failure,C1145670,en_5292,2,2,AFFECTS,Excitatory,12
7059,Lactate Dehydrogenase,C0022917,en_1395,PREDISPOSES,COVID-19,C5203670,en_6417,2,2,AFFECTS,Excitatory,12
7060,Lactate Dehydrogenase,C0022917,en_1395,STIMULATES,Ferritin,C0015879,en_980,1,1,AFFECTS,Excitatory,6
7061,Lactate Dehydrogenase,C0022917,en_1395,STIMULATES,GOT1 gene|GOT1,C1415181|2805,en_5705,1,1,AFFECTS,Excitatory,6
7062,Lactate Dehydrogenase,C0022917,en_1395,TREATS,Diabetic,C0241863,en_3392,1,1,AFFECTS,Inhibitory,6
7063,Lactates,C0022924,en_1396,TREATS,Symptoms,C1457887,en_5784,1,1,AFFECTS,Inhibitory,3
7064,Lactoferrin,C0022942,en_1397,AFFECTS,viral entry,C1160648,en_5358,2,1,AFFECTS,General/Uncertain,3
7065,Lactoferrin,C0022942,en_1397,AUGMENTS,Growth,C0018270,en_1098,1,1,AFFECTS,Excitatory,3
7066,Lactoferrin,C0022942,en_1397,AUGMENTS,Immunity,C0020964,en_1273,1,1,AFFECTS,Excitatory,3
7067,Lactoferrin,C0022942,en_1397,DISRUPTS,Virus Replication,C0042774,en_2363,7,2,AFFECTS,Inhibitory,6
7068,Lactoferrin,C0022942,en_1397,DISRUPTS,viral entry,C1160648,en_5358,5,2,AFFECTS,Inhibitory,6
7069,Lactoferrin,C0022942,en_1397,INHIBITS,Interleukin-6,C0021760,en_1342,4,2,AFFECTS,Inhibitory,6
7070,Lactoferrin,C0022942,en_1397,PREVENTS,Complication,C0009566,en_697,1,1,AFFECTS,Inhibitory,3
7071,Lactoferrin,C0022942,en_1397,PREVENTS,IRON TOXICITY,C0745409,en_4814,1,1,AFFECTS,Inhibitory,3
7072,Lactoferrin,C0022942,en_1397,PREVENTS,Cytokine storm,C0919747,en_5119,1,1,AFFECTS,Inhibitory,3
7073,Language Therapy,C0023017,en_1398,TREATS,Child,C0008059,en_620,1,1,AFFECTS,Inhibitory,3
7074,Rules of conduct,C0023150,en_1401,AFFECTS,Organization administrative structures,C0029246,en_1718,1,1,AFFECTS,General/Uncertain,3
7075,Rules of conduct,C0023150,en_1401,AFFECTS,Societies,C0037455,en_2128,1,1,AFFECTS,General/Uncertain,3
7076,Rules of conduct,C0023150,en_1401,AFFECTS,Agencies,C0237463,en_3346,1,1,AFFECTS,General/Uncertain,3
7077,Rules of conduct,C0023150,en_1401,AFFECTS,network,C0679670,en_4604,1,1,AFFECTS,General/Uncertain,3
7078,Rules of conduct,C0023150,en_1401,AFFECTS,Dependent,C0851827,en_4956,1,1,AFFECTS,General/Uncertain,3
7079,Lead,C0023175,en_1403,DISRUPTS,Distress,C0231303,en_3256,1,1,AFFECTS,Inhibitory,6
7080,Lectin,C0023206,en_1405,PREDISPOSES,Blood Coagulation Disorders,C0005779,en_485,1,1,AFFECTS,Excitatory,3
7081,Lectin,C0023206,en_1405,PREDISPOSES,Inflammation,C0021368,en_1307,1,1,AFFECTS,Excitatory,3
7082,Statutes and Laws,C0023252,en_1408,AFFECTS,Health care facility,C0018704,en_1119,1,1,AFFECTS,General/Uncertain,3
7083,Fibroid Tumor,C0023267,en_1409,AFFECTS,Patients,C0030705,en_1762,1,1,AFFECTS,General/Uncertain,3
7084,Leisure Activities,C0023292,en_1411,PREDISPOSES,Dementia,C0497327,en_4164,2,1,AFFECTS,Excitatory,3
7085,Leisure Activities,C0023292,en_1411,TREATS,Performance at work,C1286385,en_5480,1,1,AFFECTS,Inhibitory,3
7086,Leprosy,C0023343,en_1412,AFFECTS,Persons,C0027361,en_1635,4,1,AFFECTS,General/Uncertain,3
7087,Leucine,C0023401,en_1414,AUGMENTS,Form of muscle,C0240417,en_3384,1,1,AFFECTS,Excitatory,3
7088,Leucine,C0023401,en_1414,AUGMENTS,Immunologic function,C1268930,en_5445,1,1,AFFECTS,Excitatory,3
7089,Leucine,C0023401,en_1414,TREATS,Insulin Resistance,C0021655,en_1325,1,1,AFFECTS,Inhibitory,3
7090,Leucine,C0023401,en_1414,TREATS,Obesity,C0028754,en_1699,1,1,AFFECTS,Inhibitory,3
7091,Leukapheresis,C0023416,en_1415,TREATS,Participant,C0679646,en_4602,1,1,AFFECTS,Inhibitory,3
7092,Leukocytes,C0023516,en_1420,PRODUCES,Antibodies,C0003241,en_347,1,1,AFFECTS,Excitatory,3
7093,Leukopenia,C0023530,en_1423,PREDISPOSES,Mucormycosis,C0026718,en_1593,1,1,AFFECTS,Excitatory,6
7094,Leukopenia,C0023530,en_1423,PREDISPOSES,Severe disease,C4740692,en_6396,1,1,AFFECTS,Excitatory,6
7095,Leukotriene C4,C0023542,en_1424,AUGMENTS,Basophils,C0004827,en_447,1,1,AFFECTS,Excitatory,3
7096,Leukotriene D4,C0023544,en_1425,AUGMENTS,Basophils,C0004827,en_447,1,1,AFFECTS,Excitatory,3
7097,Leukotrienes,C0023545,en_1426,AUGMENTS,Basophils,C0004827,en_447,1,1,AFFECTS,Excitatory,3
7098,Leukotriene B4,C0023546,en_1427,AUGMENTS,Respiratory Failure,C1145670,en_5292,2,1,AFFECTS,Excitatory,3
7099,Leukotriene B4,C0023546,en_1427,PREDISPOSES,Inflammation,C0021368,en_1307,1,1,AFFECTS,Excitatory,3
7100,Levamisole,C0023556,en_1428,TREATS,Disease,C0012634,en_826,1,1,AFFECTS,Inhibitory,3
7101,Levamisole,C0023556,en_1428,TREATS,COVID-19,C5203670,en_6417,1,1,AFFECTS,Inhibitory,8
7102,Structure of interstitial cell of Leydig,C0023602,en_1429,PRODUCES,ACE2,C1422064,en_5723,1,1,AFFECTS,Excitatory,3
7103,Gonadorelin,C0023610,en_1430,TREATS,Patients,C0030705,en_1762,1,1,AFFECTS,Inhibitory,3
7104,Lidocaine,C0023660,en_1431,PREVENTS,Local anesthetic agent poisoning,C0473977,en_4135,1,1,AFFECTS,Inhibitory,7
7105,Lidocaine,C0023660,en_1431,TREATS,"Signs and Symptoms, Respiratory",C0037090,en_2107,1,1,AFFECTS,Inhibitory,3
7106,Life Style,C0023676,en_1432,AFFECTS(SPEC),Health behavior,C0018687,en_1116,1,1,AFFECTS,General/Uncertain,3
7107,Ligase,C0023689,en_1433,AFFECTS,Inflammatory Response,C1155266,en_5321,1,1,AFFECTS,General/Uncertain,3
7108,Ligation,C0023690,en_1434,TREATS,"Hernia, Diaphragmatic",C0019284,en_1181,1,1,AFFECTS,Inhibitory,3
7109,Light,C0023693,en_1435,AFFECTS,Darkness,C0010986,en_760,2,2,AFFECTS,General/Uncertain,6
7110,Lignin,C0023705,en_1436,INHIBITS,Carboxycyclohexadienyl dehydratase,C0104208,en_2751,1,1,AFFECTS,Inhibitory,3
7111,Linoleic Acid,C0023749,en_1437,INHIBITS,Lipids,C0023779,en_1441,2,1,AFFECTS,Inhibitory,3
7112,Lipids,C0023779,en_1441,AFFECTS,Endocytosis,C0014139,en_897,1,1,AFFECTS,General/Uncertain,3
7113,Lipids,C0023779,en_1441,AFFECTS,Metabolism,C0025519,en_1547,1,1,AFFECTS,General/Uncertain,3
7114,Lipids,C0023779,en_1441,AFFECTS,Variation (Genetics),C0042333,en_2335,1,1,AFFECTS,General/Uncertain,3
7115,Lipids,C0023779,en_1441,AFFECTS,Virus Diseases,C0042769,en_2362,2,2,AFFECTS,General/Uncertain,6
7116,Lipids,C0023779,en_1441,AUGMENTS,Cells,C0007634,en_596,1,1,AFFECTS,Excitatory,3
7117,Lipids,C0023779,en_1441,AUGMENTS,T-Lymphocyte,C0039194,en_2198,1,1,AFFECTS,Excitatory,3
7118,Lipids,C0023779,en_1441,AUGMENTS,Recovery,C0237820,en_3354,1,1,AFFECTS,Excitatory,3
7119,Lipids,C0023779,en_1441,DISRUPTS,Lipid Bilayers,C0023768,en_1439,1,1,AFFECTS,Inhibitory,3
7120,Lipids,C0023779,en_1441,STIMULATES,Cholesterol,C0008377,en_640,1,1,AFFECTS,Excitatory,3
7121,Lipids,C0023779,en_1441,STIMULATES,Phospholipase A2,C0031667,en_1796,1,1,AFFECTS,Excitatory,3
7122,Lipopolysaccharides,C0023810,en_1443,AFFECTS,Bone Marrow Cells,C0005955,en_501,1,1,AFFECTS,General/Uncertain,3
7123,Lipopolysaccharides,C0023810,en_1443,AUGMENTS,Brain,C0006104,en_508,2,1,AFFECTS,Excitatory,3
7124,Lipopolysaccharides,C0023810,en_1443,AUGMENTS,Inflammation,C0021368,en_1307,1,1,AFFECTS,Excitatory,3
7125,Lipopolysaccharides,C0023810,en_1443,AUGMENTS,Sensitization,C1325847,en_5551,1,1,AFFECTS,Excitatory,3
7126,Lipopolysaccharides,C0023810,en_1443,STIMULATES,SLC25A10,C1420151,en_23,1,1,AFFECTS,Excitatory,3
7127,Lipopolysaccharides,C0023810,en_1443,STIMULATES,cytokine,C0079189,en_2593,1,1,AFFECTS,Excitatory,3
7128,Lipopolysaccharides,C0023810,en_1443,STIMULATES,TNF gene,C0812246,en_4896,1,1,AFFECTS,Excitatory,3
7129,Lipopolysaccharides,C0023810,en_1443,STIMULATES,Transcription Factor 3,C1336780,en_5641,1,1,AFFECTS,Excitatory,3
7130,Lipopolysaccharides,C0023810,en_1443,INHIBITS,Bradykinin,C0006100,en_507,1,1,AFFECTS,Inhibitory,7
7131,Lipoproteins,C0023820,en_1444,AUGMENTS,Virus Diseases,C0042769,en_2362,1,1,AFFECTS,Excitatory,3
7132,High Density Lipoproteins,C0023821,en_1445,AUGMENTS,Virus Diseases,C0042769,en_2362,1,1,AFFECTS,Excitatory,3
7133,High Density Lipoproteins,C0023821,en_1445,INHIBITS,Lipopolysaccharides,C0023810,en_1443,1,1,AFFECTS,Inhibitory,3
7134,Low-Density Lipoproteins,C0023823,en_1446,INHIBITS,Lipopolysaccharides,C0023810,en_1443,1,1,AFFECTS,Inhibitory,3
7135,LDL Cholesterol Lipoproteins,C0023824,en_1447,AUGMENTS,Myocardial Contraction,C0027045,en_1623,2,1,AFFECTS,Excitatory,3
7136,Liposomes,C0023828,en_1448,PREVENTS,Pain,C0030193,en_1741,1,1,AFFECTS,Inhibitory,8
7137,Lithium,C0023870,en_1450,DISRUPTS,Astrocytes,C0004112,en_419,1,1,AFFECTS,Inhibitory,3
7138,Lithium,C0023870,en_1450,DISRUPTS,Cell Aging,C0007581,en_584,1,1,AFFECTS,Inhibitory,3
7139,Lithium,C0023870,en_1450,TREATS,Bipolar Disorder,C0005586,en_474,1,1,AFFECTS,Inhibitory,3
7140,Lithium,C0023870,en_1450,TREATS,Patients,C0030705,en_1762,2,2,AFFECTS,Inhibitory,6
7141,Lithium,C0023870,en_1450,TREATS,high-risk group,C0684030,en_4676,1,1,AFFECTS,Inhibitory,3
7142,Lithium,C0023870,en_1450,TREATS(INFER),Bipolar Disorder,C0005586,en_474,1,1,AFFECTS,Inhibitory,3
7143,Little's Disease,C0023882,en_1451,AFFECTS,Desire for food,C0003618,en_388,2,2,AFFECTS,General/Uncertain,6
7144,Little's Disease,C0023882,en_1451,AFFECTS,Child,C0008059,en_620,2,2,AFFECTS,General/Uncertain,6
7145,Little's Disease,C0023882,en_1451,AFFECTS,Family,C0015576,en_961,1,1,AFFECTS,General/Uncertain,3
7146,Little's Disease,C0023882,en_1451,AFFECTS,Persons,C0027361,en_1635,5,2,AFFECTS,General/Uncertain,6
7147,Little's Disease,C0023882,en_1451,AFFECTS,Human Age Group,C0027362,en_1636,1,1,AFFECTS,General/Uncertain,3
7148,Little's Disease,C0023882,en_1451,AFFECTS,Patients,C0030705,en_1762,3,3,AFFECTS,General/Uncertain,9
7149,Little's Disease,C0023882,en_1451,AFFECTS,physiological aspects,C0031843,en_1806,1,1,AFFECTS,General/Uncertain,3
7150,Little's Disease,C0023882,en_1451,AFFECTS,Pregnancy,C0032961,en_1872,1,1,AFFECTS,General/Uncertain,3
7151,Little's Disease,C0023882,en_1451,AFFECTS,Violence,C0042693,en_2353,1,1,AFFECTS,General/Uncertain,3
7152,Little's Disease,C0023882,en_1451,AFFECTS,Family Caregivers,C0086279,en_2711,1,1,AFFECTS,General/Uncertain,3
7153,Little's Disease,C0023882,en_1451,AFFECTS,Excretory function,C0221102,en_3215,1,1,AFFECTS,General/Uncertain,3
7154,Little's Disease,C0023882,en_1451,AFFECTS,Endocochlear potential,C0234738,en_3313,1,1,AFFECTS,General/Uncertain,3
7155,Little's Disease,C0023882,en_1451,AFFECTS,AOD use,C0237123,en_3341,1,1,AFFECTS,General/Uncertain,3
